customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
15588928,704,France,Male,47,5,0,2,TRUE,TRUE,145338.6094,FALSE
15588933,825,France,Female,36,3,146053.6563,1,TRUE,TRUE,138344.7031,FALSE
15588944,456,France,Female,63,1,165350.6094,2,FALSE,FALSE,140758.0625,TRUE
15588955,581,Germany,Female,43,5,93259.57031,3,TRUE,FALSE,141035.6563,TRUE
15588986,673,Germany,Female,29,4,99097.35938,1,TRUE,TRUE,9796.69043,FALSE
15589017,547,Germany,Male,55,4,111362.7578,3,TRUE,FALSE,16922.2793,TRUE
15589018,719,Germany,Male,28,3,106070.2891,2,TRUE,TRUE,183893.3125,FALSE
15589019,633,Spain,Female,33,4,92855.02344,1,TRUE,TRUE,159813.1875,FALSE
15589030,649,France,Male,47,1,0,2,TRUE,TRUE,145593.8438,FALSE
15589076,737,France,Male,36,9,0,1,FALSE,TRUE,188670.9063,TRUE
15589147,580,Spain,Male,61,8,125921.3672,1,TRUE,TRUE,94677.82813,FALSE
15589195,766,Germany,Female,38,7,130933.7422,1,FALSE,TRUE,2035.939941,FALSE
15589200,617,Spain,Male,34,9,0,2,TRUE,FALSE,118749.5781,FALSE
15589204,591,France,Male,33,9,131765.7188,1,TRUE,FALSE,118782.0625,FALSE
15589210,557,France,Female,24,4,0,1,FALSE,FALSE,20515.7207,FALSE
15589221,657,Germany,Male,30,1,139762.125,2,TRUE,TRUE,23317.88086,FALSE
15589224,596,Spain,Male,41,5,0,2,FALSE,TRUE,141053.8438,FALSE
15589230,612,France,Female,63,2,126473.3281,1,FALSE,TRUE,147545.6563,FALSE
15589257,670,France,Female,35,3,103465.0234,2,TRUE,TRUE,174627.0625,FALSE
15589296,724,France,Female,40,6,110054.4531,1,TRUE,TRUE,86950.71875,FALSE
15589312,588,France,Male,30,3,115007.0781,1,FALSE,FALSE,176858.5,FALSE
15589320,699,Spain,Male,34,8,0,1,TRUE,TRUE,76510.46094,FALSE
15589323,636,France,Female,24,9,0,2,FALSE,TRUE,38830.71875,FALSE
15589329,775,France,Male,30,4,0,2,TRUE,FALSE,49337.83984,FALSE
15589348,850,Spain,Male,37,4,137204.7656,1,TRUE,TRUE,28865.58984,FALSE
15589358,848,Germany,Male,31,4,90018.45313,2,TRUE,FALSE,193132.9844,FALSE
15589361,716,Spain,Male,34,9,0,1,TRUE,TRUE,66695.71094,FALSE
15589380,713,Germany,Male,40,3,114446.8438,2,TRUE,TRUE,87308.17969,FALSE
15589401,550,France,Female,30,4,0,2,TRUE,FALSE,89216.28906,FALSE
15589420,795,France,Female,40,2,101891.1016,1,TRUE,TRUE,183044.8594,FALSE
15589428,756,France,Female,42,9,0,2,TRUE,FALSE,35673.42188,FALSE
15589431,807,Germany,Male,47,1,171937.2656,1,TRUE,TRUE,65636.92188,FALSE
15589435,784,France,Male,31,7,0,2,TRUE,TRUE,143204.4063,FALSE
15589437,466,France,Male,26,3,156815.7031,1,TRUE,TRUE,137476.0938,FALSE
15589449,815,France,Female,56,3,0,3,TRUE,TRUE,94248.15625,TRUE
15589475,591,Spain,Female,39,3,0,3,TRUE,FALSE,140469.375,TRUE
15589488,686,Germany,Female,56,5,111642.0781,1,TRUE,TRUE,80553.86719,FALSE
15589493,716,Germany,Male,27,1,122552.3438,2,TRUE,FALSE,67611.35938,FALSE
15589496,778,France,Male,34,5,139064.0625,2,FALSE,FALSE,67949.32031,FALSE
15589541,557,France,Female,27,2,0,2,FALSE,TRUE,4497.549805,FALSE
15589544,673,Spain,Female,57,4,0,2,TRUE,TRUE,49684.08984,FALSE
15589563,531,Spain,Male,31,2,118899.4531,2,FALSE,FALSE,41409.35938,FALSE
15589572,785,Spain,Female,61,4,129855.7188,2,TRUE,FALSE,170214.8125,TRUE
15589589,613,France,Male,34,5,144094.2031,1,TRUE,FALSE,44510.26172,FALSE
15589643,684,Spain,Female,41,7,0,1,TRUE,TRUE,138394.375,FALSE
15589660,661,Germany,Female,32,1,145980.2344,1,FALSE,TRUE,56636.28125,FALSE
15589666,595,France,Female,39,9,136422.4063,1,TRUE,TRUE,151757.8125,FALSE
15589698,555,Germany,Male,42,6,107104.5,1,TRUE,TRUE,41304.44141,TRUE
15589715,584,France,Female,66,5,0,1,TRUE,FALSE,49553.37891,TRUE
15589725,740,France,Female,51,4,0,2,TRUE,TRUE,178929.8438,FALSE
15589739,698,France,Male,41,3,90605.28906,1,TRUE,TRUE,14357,FALSE
15589754,652,Germany,Male,45,2,151421.4375,1,FALSE,TRUE,115333.4297,FALSE
15589793,604,France,Male,53,8,144453.75,1,TRUE,FALSE,190998.9531,TRUE
15589805,563,France,Female,34,6,139810.3438,1,TRUE,TRUE,152417.7969,FALSE
15589869,437,France,Male,49,9,111634.2891,2,FALSE,TRUE,166440.3125,FALSE
15589881,634,France,Female,41,7,0,2,TRUE,TRUE,131284.9375,FALSE
15589924,577,Spain,Female,40,1,0,2,TRUE,TRUE,108787,FALSE
15589948,607,Spain,Male,28,1,135936.0938,2,TRUE,TRUE,110560.1406,FALSE
15589949,433,Spain,Male,34,9,152806.7344,1,TRUE,FALSE,19687.99023,FALSE
15589969,850,France,Male,34,6,0,1,FALSE,TRUE,52796.30859,FALSE
15589975,646,France,Female,73,6,97259.25,1,FALSE,TRUE,104719.6563,FALSE
15590011,749,Spain,Male,38,9,129378.3203,1,TRUE,TRUE,13549.33984,FALSE
15590078,622,Spain,Male,27,9,139834.9375,1,TRUE,TRUE,152733.8906,FALSE
15590094,613,Germany,Male,38,9,126265.8828,2,FALSE,FALSE,15859.9502,FALSE
15590097,537,Spain,Female,33,7,136082,1,TRUE,FALSE,62746.53906,FALSE
15590146,630,France,Male,50,1,81947.75781,1,FALSE,TRUE,63606.21875,TRUE
15590177,718,France,Female,44,1,133866.2188,1,FALSE,TRUE,139049.2344,FALSE
15590199,701,Spain,Male,28,1,103421.3203,1,FALSE,TRUE,76304.72656,FALSE
15590201,500,Spain,Female,50,5,0,4,TRUE,TRUE,83866.35156,TRUE
15590213,479,Spain,Male,35,4,125920.9766,1,TRUE,TRUE,20393.43945,FALSE
15590228,715,France,Male,21,6,76467.15625,1,TRUE,TRUE,173511.7188,FALSE
15590234,697,France,Female,42,1,0,1,TRUE,FALSE,1262.829956,TRUE
15590241,750,Spain,Female,34,9,112822.2578,1,FALSE,FALSE,150401.5313,TRUE
15590268,529,Spain,Male,35,5,95772.96875,1,TRUE,TRUE,112781.5,FALSE
15590286,611,France,Female,40,2,125879.2891,1,TRUE,FALSE,93203.42969,FALSE
15590320,850,France,Male,66,4,0,2,FALSE,TRUE,64350.80078,FALSE
15590327,604,Germany,Female,42,10,166031.4531,1,TRUE,FALSE,98293.14063,FALSE
15590337,659,France,Male,29,6,123192.1172,1,TRUE,TRUE,56971.41016,TRUE
15590344,708,Germany,Male,32,3,151691.4375,2,TRUE,TRUE,172810.5156,FALSE
15590349,732,France,Female,36,9,0,1,FALSE,FALSE,3749,TRUE
15590434,577,Spain,Male,41,4,89015.60938,1,FALSE,TRUE,135227.2344,FALSE
15590476,589,France,Male,28,7,0,2,TRUE,FALSE,151645.9531,FALSE
15590606,595,France,Male,41,9,0,2,TRUE,FALSE,5967.089844,FALSE
15590623,561,Spain,Male,34,4,85141.78906,2,TRUE,TRUE,29217.36914,FALSE
15590637,721,France,Male,41,7,0,2,FALSE,TRUE,61018.85156,FALSE
15590676,735,France,Male,34,1,141796.4375,1,TRUE,FALSE,45858.48828,FALSE
15590683,660,France,Female,31,6,172325.6719,1,FALSE,TRUE,45438.37891,FALSE
15590730,745,Spain,Male,34,9,0,2,TRUE,FALSE,50046.25,FALSE
15590810,638,Germany,Female,41,9,144326.0938,1,TRUE,FALSE,73979.85156,TRUE
15590820,699,Spain,Male,26,6,79932.40625,1,FALSE,FALSE,150242.4375,FALSE
15590828,782,Germany,Male,42,7,126428.3828,1,TRUE,FALSE,39830.10156,FALSE
15590876,764,France,Female,24,7,106234.0234,1,FALSE,FALSE,115676.3828,FALSE
15590888,693,Spain,Female,34,10,107556.0625,2,FALSE,FALSE,154631.3438,FALSE
15590966,729,Germany,Female,42,4,97495.79688,2,FALSE,FALSE,2002.5,FALSE
15590993,579,Spain,Male,37,5,152212.875,2,FALSE,FALSE,120219.1406,FALSE
15591010,434,Germany,Male,55,8,109339.1719,2,TRUE,FALSE,96405.88281,TRUE
15591035,644,Spain,Male,54,6,0,1,FALSE,TRUE,84622.36719,FALSE
15591036,577,Germany,Female,43,3,127940.4688,1,FALSE,FALSE,125140.7188,TRUE
15591047,519,Spain,Female,47,6,157296.0156,2,FALSE,FALSE,147278.4375,TRUE
15591091,644,France,Male,44,5,73348.5625,1,TRUE,FALSE,157166.7969,TRUE
15591100,675,Spain,Male,36,9,106190.5469,1,FALSE,TRUE,22994.32031,FALSE
15591107,723,Germany,Female,68,3,110357,1,FALSE,FALSE,141977.5469,TRUE
15591123,557,Germany,Male,68,2,100194.4375,1,TRUE,TRUE,38596.33984,FALSE
15591130,507,Spain,Female,29,6,0,2,FALSE,TRUE,94780.89844,FALSE
15591135,726,France,Male,37,2,132057.9219,2,TRUE,FALSE,34743.98047,FALSE
15591150,570,Spain,Male,34,10,0,2,FALSE,TRUE,183387.125,FALSE
15591169,788,Germany,Female,49,4,137455.9844,1,TRUE,FALSE,184178.2969,TRUE
15591179,702,Spain,Male,30,2,0,2,TRUE,TRUE,145537.3125,FALSE
15591248,628,France,Female,29,9,71996.28906,1,TRUE,TRUE,34857.46094,FALSE
15591257,796,France,Male,24,8,0,2,TRUE,FALSE,61349.37109,FALSE
15591279,734,France,Male,37,3,80387.8125,1,FALSE,TRUE,77272.61719,FALSE
15591286,731,Germany,Female,49,4,88826.07031,1,TRUE,TRUE,33759.41016,TRUE
15591344,715,Spain,Male,42,6,0,2,TRUE,TRUE,128745.6875,FALSE
15591357,765,France,Male,51,3,123372.2969,1,TRUE,TRUE,115429.3203,FALSE
15591360,642,France,Female,33,4,84607.34375,2,FALSE,TRUE,60059.46875,FALSE
15591386,622,France,Female,35,5,0,2,TRUE,FALSE,51112.80078,FALSE
15591428,781,France,Male,29,9,0,2,FALSE,FALSE,172097.4063,FALSE
15591433,674,Germany,Male,43,8,85957.88281,2,TRUE,FALSE,8757.389648,FALSE
15591489,826,France,Male,26,5,142662.6875,1,FALSE,FALSE,60285.30078,FALSE
15591509,690,France,Male,36,7,101583.1094,2,TRUE,FALSE,123775.1484,FALSE
15591512,564,Germany,Female,33,2,115761.5078,1,FALSE,TRUE,112350.2109,TRUE
15591550,525,Spain,Male,36,3,77910.22656,1,TRUE,FALSE,67238.00781,FALSE
15591552,600,France,Female,32,7,98877.95313,1,TRUE,FALSE,132973.2031,FALSE
15591577,584,France,Male,35,3,146311.5781,1,TRUE,TRUE,105443.4688,FALSE
15591607,770,France,Male,24,9,101827.0703,1,TRUE,FALSE,167256.3438,FALSE
15591628,701,Germany,Male,41,9,164046.0938,1,TRUE,FALSE,49405.92969,FALSE
15591698,849,Germany,Female,49,9,132934.8906,1,TRUE,FALSE,171056.6563,TRUE
15591711,739,Spain,Male,38,0,128366.4375,1,TRUE,FALSE,12796.42969,FALSE
15591724,560,France,Female,44,5,143244.9688,1,TRUE,FALSE,98661.27344,FALSE
15591740,590,France,Female,54,4,0,2,TRUE,TRUE,93820.49219,TRUE
15591747,705,France,Male,32,3,0,2,FALSE,FALSE,129576.9922,FALSE
15591766,607,Spain,Female,25,4,121166.8906,1,FALSE,TRUE,115288.2422,FALSE
15591822,593,Spain,Male,26,9,76226.89844,1,TRUE,FALSE,167564.8125,FALSE
15591915,533,France,Female,39,2,0,1,FALSE,TRUE,73669.9375,TRUE
15591932,680,France,Male,32,5,92961.60938,1,TRUE,FALSE,116957.6016,FALSE
15591942,611,Spain,Female,33,7,0,2,TRUE,TRUE,3729.889893,FALSE
15591969,497,Spain,Male,27,9,75263.15625,1,TRUE,TRUE,164825.0469,FALSE
15591980,753,France,Male,33,5,122568.0469,2,TRUE,TRUE,82820.85156,FALSE
15591985,708,France,Female,51,8,70754.17969,1,TRUE,TRUE,92920.03906,TRUE
15591986,621,Germany,Male,46,6,141078.375,1,FALSE,FALSE,34580.80078,TRUE
15591995,757,Germany,Male,26,8,121581.5625,2,TRUE,TRUE,127059.0391,FALSE
15592000,781,Germany,Female,48,9,82794.17969,1,TRUE,FALSE,124720.6797,TRUE
15592025,651,France,Male,53,7,0,2,TRUE,TRUE,130132.4063,FALSE
15592028,549,France,Female,46,7,0,1,TRUE,TRUE,109057.5625,FALSE
15592078,590,Germany,Female,27,8,123599.4922,2,TRUE,FALSE,1676.920044,FALSE
15592089,788,France,Female,43,10,0,2,TRUE,TRUE,116111.5078,FALSE
15592091,620,Spain,Male,31,2,166833.8594,2,TRUE,TRUE,135171.5938,FALSE
15592104,655,France,Female,41,5,0,1,FALSE,FALSE,36548,TRUE
15592116,585,France,Female,39,7,0,2,TRUE,FALSE,2401.26001,FALSE
15592123,768,France,Male,30,6,0,2,TRUE,TRUE,199454.375,FALSE
15592194,492,France,Female,28,9,0,2,TRUE,FALSE,95957.09375,FALSE
15592197,522,Spain,Male,30,3,0,2,TRUE,FALSE,145490.8438,FALSE
15592222,505,France,Male,49,7,80001.22656,1,FALSE,FALSE,135180.1094,FALSE
15592229,713,France,Female,52,0,185891.5469,1,TRUE,TRUE,46369.57031,TRUE
15592230,620,France,Male,41,3,0,2,TRUE,TRUE,137309.0625,FALSE
15592300,543,Spain,Male,35,10,59408.62891,1,TRUE,FALSE,76773.53125,FALSE
15592326,583,France,Male,36,8,0,2,FALSE,TRUE,5571.589844,FALSE
15592379,741,Spain,Female,42,9,121056.6328,2,TRUE,FALSE,39122.57813,FALSE
15592386,520,France,Male,58,3,0,2,FALSE,TRUE,32790.01953,FALSE
15592387,566,France,Male,30,5,0,1,TRUE,FALSE,54926.51172,TRUE
15592389,684,France,Male,27,2,134603.875,1,TRUE,TRUE,71725.72656,FALSE
15592412,713,Germany,Male,45,4,131038.1406,1,TRUE,FALSE,74005.03906,TRUE
15592451,565,France,Male,32,9,0,2,TRUE,FALSE,5388.299805,FALSE
15592461,603,Germany,Male,26,4,109166.3672,1,TRUE,TRUE,92840.67188,FALSE
15592531,822,France,Male,50,7,0,2,TRUE,TRUE,10062.7998,FALSE
15592570,773,Spain,Female,23,8,0,2,TRUE,FALSE,56759.78906,FALSE
15592578,614,Spain,Female,41,7,146997.6406,2,FALSE,FALSE,137791.1875,FALSE
15592583,731,France,Female,47,1,115414.1875,3,FALSE,FALSE,191734.6719,TRUE
15592645,704,Spain,Male,37,4,0,2,FALSE,FALSE,25684.92969,FALSE
15592707,531,Germany,Female,64,2,175754.875,2,TRUE,TRUE,60721.39844,FALSE
15592716,559,France,Male,52,2,0,1,TRUE,FALSE,129013.5938,TRUE
15592736,551,Germany,Male,54,5,102994.0391,1,TRUE,FALSE,176680.1563,TRUE
15592751,684,Germany,Female,63,3,81245.78906,1,TRUE,FALSE,69643.3125,TRUE
15592761,710,France,Male,40,5,0,2,FALSE,FALSE,162878.9531,FALSE
15592765,637,France,Male,40,8,125470.8125,1,TRUE,TRUE,174536.1719,FALSE
15592773,630,Germany,Female,51,0,108449.2266,3,FALSE,FALSE,88372.6875,TRUE
15592816,623,Germany,Female,48,1,108076.3281,1,TRUE,FALSE,118855.2578,TRUE
15592846,639,Germany,Male,35,10,128173.8984,2,TRUE,FALSE,59093.39063,FALSE
15592854,705,France,Male,25,3,113736.2734,1,FALSE,TRUE,196864.6094,FALSE
15592877,641,Spain,Male,42,9,132657.5469,1,TRUE,FALSE,35367.19141,FALSE
15592914,683,France,Female,29,9,0,2,TRUE,TRUE,48849.89063,FALSE
15592925,711,Spain,Male,42,3,177626.7656,3,FALSE,TRUE,16392.7207,TRUE
15592937,632,Germany,Female,41,3,81877.38281,1,TRUE,TRUE,33642.21094,FALSE
15592979,671,Germany,Female,34,6,37266.67188,2,FALSE,FALSE,156917.125,FALSE
15592994,651,France,Female,65,0,0,2,TRUE,TRUE,190454.0469,FALSE
15592999,691,France,Female,40,0,115465.9766,1,TRUE,TRUE,60622.60938,FALSE
15593014,525,France,Male,33,1,112833.3516,1,FALSE,TRUE,175178.5625,FALSE
15593094,516,France,Male,27,9,0,1,TRUE,FALSE,142680.6406,TRUE
15593128,608,France,Female,56,10,129255.2031,2,TRUE,FALSE,142492.0469,TRUE
15593178,568,Spain,Female,36,10,153610.6094,1,TRUE,TRUE,54083.80078,TRUE
15593241,444,France,Male,43,3,0,2,TRUE,TRUE,159131.2031,FALSE
15593250,640,France,Female,29,4,0,2,TRUE,FALSE,44904.26172,FALSE
15593280,614,Germany,Male,43,8,140733.7344,1,TRUE,TRUE,166588.7656,FALSE
15593283,705,Germany,Female,48,1,156848.125,2,TRUE,TRUE,99475.95313,TRUE
15593295,548,France,Male,57,6,76165.64844,1,TRUE,TRUE,133537.5313,FALSE
15593331,693,Germany,Male,25,6,146580.6875,1,FALSE,TRUE,14633.34961,FALSE
15593345,502,Germany,Female,33,6,125241.1719,2,TRUE,TRUE,158736.0625,FALSE
15593365,762,Spain,Male,39,2,81273.13281,1,TRUE,TRUE,18719.66992,FALSE
15593425,662,Spain,Female,54,1,187997.1563,1,FALSE,FALSE,111442.7109,TRUE
15593454,678,Spain,Female,40,4,113794.2188,1,TRUE,FALSE,16618.75977,FALSE
15593468,850,France,Female,33,3,0,2,TRUE,TRUE,11159.19043,FALSE
15593470,576,Germany,Female,36,8,166287.8438,1,TRUE,TRUE,23305.84961,FALSE
15593496,526,Spain,Female,36,5,91132.17969,1,FALSE,FALSE,58111.71094,FALSE
15593499,686,Spain,Female,47,6,0,1,TRUE,FALSE,32080.68945,TRUE
15593501,493,France,Female,36,5,148667.8125,2,TRUE,FALSE,56092.51172,FALSE
15593510,638,Germany,Female,33,5,129335.6484,1,TRUE,TRUE,56585.19922,TRUE
15593555,430,France,Male,38,9,0,2,TRUE,TRUE,12050.76953,FALSE
15593601,734,France,Male,34,6,133598.4063,1,TRUE,TRUE,13107.24023,FALSE
15593622,635,France,Male,43,10,122198.2109,2,FALSE,TRUE,179144.5469,FALSE
15593636,657,France,Female,39,4,80293.8125,1,TRUE,FALSE,97192.75781,FALSE
15593683,668,Spain,Female,30,8,0,2,TRUE,FALSE,138465.7031,FALSE
15593694,814,France,Male,49,8,0,2,FALSE,FALSE,157822.5469,FALSE
15593715,634,Germany,Male,27,3,107027.5234,1,TRUE,FALSE,173425.6875,FALSE
15593736,598,Germany,Female,46,7,131769.0469,1,FALSE,FALSE,184980.2344,TRUE
15593773,784,Spain,Male,35,3,0,2,FALSE,FALSE,81483.64063,FALSE
15593778,779,France,Female,29,3,46388.16016,3,TRUE,FALSE,127939.2578,TRUE
15593782,816,Germany,Female,38,5,130878.75,3,TRUE,FALSE,71905.77344,TRUE
15593795,516,Germany,Female,53,1,156674.2031,1,TRUE,FALSE,118502.3438,TRUE
15593834,691,Spain,Male,36,7,129934.6406,1,FALSE,FALSE,75664.5625,TRUE
15593897,650,Spain,Male,25,7,160599.0625,2,TRUE,TRUE,28391.51953,FALSE
15593900,705,France,Male,38,1,189443.7188,1,FALSE,TRUE,106648.5781,FALSE
15593943,685,France,Female,43,1,132667.1719,1,TRUE,TRUE,41876.98047,FALSE
15593954,516,France,Female,47,6,109387.3281,1,FALSE,FALSE,121365.4531,FALSE
15593959,524,France,Male,28,1,93577.29688,1,TRUE,TRUE,51670.82031,FALSE
15593969,630,Spain,Female,39,7,135483.1719,1,TRUE,FALSE,140881.2031,TRUE
15593973,663,Spain,Female,33,8,122528.1797,1,TRUE,FALSE,196260.2969,FALSE
15593976,578,Germany,Female,31,5,102088.6797,4,FALSE,FALSE,187866.2031,TRUE
15594039,599,Spain,Male,42,6,0,2,TRUE,FALSE,113868.3984,FALSE
15594041,592,Spain,Female,41,2,138734.9375,1,TRUE,FALSE,90020.74219,FALSE
15594084,524,France,Male,22,9,0,2,TRUE,FALSE,74405.34375,FALSE
15594133,697,Spain,Male,62,7,0,1,TRUE,FALSE,129188.1797,TRUE
15594270,693,France,Male,38,7,198338.7656,2,TRUE,TRUE,14278.17969,FALSE
15594305,712,France,Female,32,1,0,2,TRUE,FALSE,1703.579956,FALSE
15594340,569,France,Male,41,4,120243.4922,1,TRUE,FALSE,163150.0313,TRUE
15594349,850,France,Male,49,5,122486.4688,1,FALSE,TRUE,59748.19141,FALSE
15594391,770,France,Female,68,2,183555.2344,1,FALSE,FALSE,159557.2813,TRUE
15594404,834,France,Female,49,8,160602.25,2,TRUE,FALSE,129273.9375,FALSE
15594408,584,Spain,Female,48,2,213146.2031,1,TRUE,FALSE,75161.25,TRUE
15594409,710,France,Male,45,1,0,2,TRUE,TRUE,36154.66016,FALSE
15594436,588,Spain,Male,33,2,0,2,TRUE,TRUE,12483.55957,FALSE
15594450,695,France,Male,49,9,159458.5313,1,TRUE,FALSE,135841.3438,FALSE
15594456,740,Spain,Female,56,4,99097.32813,1,TRUE,TRUE,85016.64063,TRUE
15594502,655,France,Male,37,6,109093.4063,2,TRUE,FALSE,1775.52002,FALSE
15594515,568,France,Female,44,7,0,2,FALSE,FALSE,62370.67188,TRUE
15594556,619,Spain,Male,52,8,0,2,TRUE,TRUE,123242.1094,FALSE
15594576,524,France,Male,32,1,144875.7031,1,FALSE,FALSE,187740.0469,FALSE
15594577,556,France,Male,35,10,0,2,TRUE,TRUE,192751.1875,FALSE
15594594,546,Spain,Male,42,7,139070.5156,1,TRUE,TRUE,86945,FALSE
15594612,702,Spain,Male,44,9,0,1,FALSE,FALSE,59207.41016,TRUE
15594651,748,France,Male,38,4,115221.3594,1,FALSE,TRUE,70956.75,FALSE
15594685,757,France,Female,49,2,0,2,FALSE,FALSE,164482.9219,FALSE
15594720,460,Germany,Female,35,8,102742.9063,2,TRUE,TRUE,189339.5938,FALSE
15594762,827,Spain,Male,46,1,183276.3125,1,TRUE,TRUE,13460.26953,FALSE
15594786,772,Germany,Male,34,7,111565.9063,1,TRUE,TRUE,121073.2266,FALSE
15594812,806,Spain,Female,37,2,137794.1875,2,FALSE,TRUE,75232.02344,FALSE
15594815,807,France,Male,35,3,174790.1563,1,TRUE,TRUE,600.3599854,FALSE
15594827,675,France,Male,34,1,124619.3281,2,FALSE,TRUE,163667.5625,FALSE
15594862,552,France,Male,36,8,0,2,FALSE,FALSE,132547.0156,FALSE
15594864,752,Germany,Male,30,4,81523.38281,1,TRUE,TRUE,36885.85156,FALSE
15594878,661,Spain,Female,41,5,28082.94922,1,TRUE,FALSE,69586.27344,TRUE
15594898,731,France,Male,43,2,0,1,TRUE,TRUE,170034.9531,TRUE
15594902,518,France,Male,38,3,90957.8125,1,FALSE,TRUE,162304.5938,FALSE
15594915,649,France,Female,36,8,0,2,FALSE,TRUE,109179.8906,FALSE
15594917,676,France,Female,34,1,63095.01172,1,TRUE,TRUE,40645.80859,FALSE
15594928,798,Germany,Female,38,4,129055.1328,1,TRUE,FALSE,157147.5938,FALSE
15595010,694,Spain,Female,39,9,0,2,FALSE,FALSE,99924.03906,FALSE
15595036,726,Germany,Male,30,7,92847.59375,1,TRUE,FALSE,146154.0625,FALSE
15595037,772,France,Male,47,9,152347.0156,1,FALSE,TRUE,17671.7793,FALSE
15595039,545,Germany,Female,37,8,114754.0781,1,TRUE,FALSE,136050.4375,TRUE
15595047,764,France,Male,41,7,0,2,FALSE,FALSE,134878.3438,FALSE
15595067,637,Spain,Female,40,6,0,2,TRUE,TRUE,181610.5938,FALSE
15595071,696,France,Male,22,9,149777,1,TRUE,TRUE,198032.9375,FALSE
15595135,778,Germany,Female,29,7,123229.4609,1,TRUE,FALSE,181221.0938,FALSE
15595136,645,France,Female,37,1,0,2,TRUE,TRUE,68987.54688,FALSE
15595153,644,Germany,Female,44,8,106022.7266,2,FALSE,FALSE,148727.4219,FALSE
15595158,654,Germany,Male,31,5,150593.5938,2,TRUE,TRUE,105218.4531,FALSE
15595160,413,Spain,Male,35,2,0,2,TRUE,TRUE,60972.83984,FALSE
15595162,708,Spain,Female,35,8,122570.6875,1,FALSE,FALSE,199005.875,FALSE
15595221,850,Germany,Female,33,7,134678.125,1,TRUE,FALSE,113177.9531,FALSE
15595228,815,France,Male,45,7,0,1,FALSE,TRUE,52885.23047,TRUE
15595282,735,France,Female,33,4,0,2,TRUE,FALSE,149474.6875,FALSE
15595303,736,Germany,Male,46,5,130812.9063,1,TRUE,TRUE,77981.53906,TRUE
15595324,579,Germany,Female,39,5,117833.2969,3,FALSE,FALSE,5831,TRUE
15595350,661,France,Female,31,3,136067.8125,2,TRUE,FALSE,65567.90625,FALSE
15595388,594,France,Female,30,10,0,2,TRUE,TRUE,124071.7109,FALSE
15595391,538,France,Male,31,1,0,2,TRUE,FALSE,1375.459961,FALSE
15595426,603,Spain,Male,57,6,105000.8516,2,TRUE,TRUE,87412.24219,TRUE
15595440,508,France,Male,49,7,122451.4609,2,TRUE,TRUE,75808.10156,FALSE
15595447,613,Spain,Male,39,8,118201.4063,1,TRUE,FALSE,23315.58984,FALSE
15595537,626,Germany,Male,49,9,171787.8438,2,TRUE,FALSE,187192.2344,FALSE
15595557,798,France,Male,22,8,0,2,TRUE,FALSE,107615.4297,FALSE
15595588,773,Spain,Female,39,4,0,2,FALSE,TRUE,182081.4531,FALSE
15595592,708,France,Female,59,2,0,1,TRUE,FALSE,179673.1094,TRUE
15595609,679,Germany,Male,52,9,135870.0156,2,FALSE,FALSE,54038.62109,FALSE
15595640,698,France,Male,37,8,0,2,FALSE,FALSE,145004.3906,FALSE
15595657,649,Germany,Male,40,4,95001.32813,1,FALSE,TRUE,123202.9922,FALSE
15595713,548,Spain,Male,33,6,0,1,TRUE,TRUE,31728.34961,FALSE
15595728,523,Germany,Male,41,0,119276.3125,1,FALSE,FALSE,122284.3828,TRUE
15595766,527,Spain,Male,37,5,93722.72656,2,TRUE,TRUE,139093.7344,FALSE
15595831,579,Germany,Female,64,6,145215.4375,1,TRUE,TRUE,164083.7188,FALSE
15595842,748,Germany,Male,45,2,119852.0078,1,FALSE,FALSE,73853.9375,TRUE
15595874,666,Spain,Female,36,6,0,2,TRUE,FALSE,176692.875,FALSE
15595883,540,Germany,Male,39,4,127278.3125,1,TRUE,TRUE,16150.33984,FALSE
15595917,580,France,Female,35,1,102097.3281,1,FALSE,TRUE,168285.8438,FALSE
15595937,430,Germany,Male,36,1,138992.4844,2,FALSE,FALSE,122373.4219,FALSE
15595991,585,France,Male,54,8,87105.32031,1,TRUE,TRUE,55346.14063,FALSE
15596011,529,Spain,Male,34,9,0,1,TRUE,TRUE,93208.21875,FALSE
15596013,694,Germany,Female,58,1,143212.2188,1,FALSE,FALSE,102628.5625,TRUE
15596021,598,Spain,Male,44,8,0,2,TRUE,FALSE,148487.9063,FALSE
15596060,498,Spain,Male,29,8,127864.2578,1,TRUE,TRUE,46677.89844,FALSE
15596074,502,France,Male,37,10,0,1,TRUE,TRUE,76642.67969,FALSE
15596088,705,France,Female,50,4,77065.89844,2,FALSE,TRUE,145159.2656,FALSE
15596136,637,France,Female,36,9,166939.875,1,TRUE,TRUE,72504.75781,FALSE
15596165,547,Germany,Male,25,4,98141.57031,2,TRUE,TRUE,52309.80078,FALSE
15596175,659,Germany,Male,67,6,117411.6016,1,TRUE,TRUE,45071.08984,TRUE
15596181,542,France,Male,38,8,65942.25781,1,TRUE,TRUE,68093.22656,TRUE
15596212,781,Spain,Male,35,1,0,2,FALSE,FALSE,42117.89844,FALSE
15596228,490,France,Male,29,4,0,2,TRUE,FALSE,32089.57031,FALSE
15596303,688,France,Female,39,0,0,2,TRUE,FALSE,53222.14844,TRUE
15596339,422,France,Male,54,3,140014.4219,1,FALSE,TRUE,86350.96875,FALSE
